id,title,url,editors,year,in_franzini,in_sahle,franzini_id,tei_declared,xml_downloadable,available,period,language,variance,ride
0926,The Charles Brockden Brown Electronic Archive and Scholarly Edition,http://brockdenbrown.cah.ucf.edu/,"Ed. by Mark L. Kamrath et al. Orlando (FL): University of Central Florida, 1998-.",1998,no,yes,,,,,,,,
0927,The Charles Harpur Critical Archive,http://charles-harpur.org/,"Ed. by Paul Eggert. Sydney: Sydney University Press, 2015-.",2015,yes,yes,259,yes,no,yes,Long Nineteenth Century,ENG,yes,no
0928,The Chymistry of Isaac Newton,http://webapp1.dlib.indiana.edu/newton/index.jsp,"Ed. by William R. Newman. Bloomington (IN): Indiana University, 2005-.",2005,no,yes,,,,,,,,
0929,The Civil War & Reconstruction Governors of Mississippi Digital Documentary Edition,https://cwrgm.org/,"Dir. by Susannah J. Ural. Hattiesburg (MS): Dale Center for the Study of War & Society at the University of Southern Mississippi (USM), 2021.-.",2021,no,yes,,,,,,,,
0930,The Collected Letters of Bertrand Russell: An Electronic Edition,https://russell.humanities.mcmaster.ca/our-work/collected-letters/,"Ed. by Nicholas Griffin, James Chartrand et al. Hamilton (ON): McMaster University, 2006-.",2006,no,yes,,,,,,,,
0931,The Collected Letters of Robert Southey - Part Five (1816-1818),https://romantic-circles.org/editions/southey_letters/Part_Five/index.html,"Ed. by Tim Fulford, Ian Packer and Lynda Pratt. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2016.",2016,no,yes,,,,,,,,
0932,The Collected Letters of Robert Southey - Part Four (1810-1815),https://romantic-circles.org/editions/southey_letters/Part_Four/index.html,"Ed. by Ian Packer and Lynda Pratt. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2013.",2013,no,yes,,,,,,,,
0933,The Collected Letters of Robert Southey - Part One (1791-1797),https://romantic-circles.org/editions/southey_letters/Part_One/index.html,"Ed. by Linda Pratt, Tim Fulford and Ian Packer. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2009.",2009,no,yes,,,,,,,,
0934,The Collected Letters of Robert Southey - Part Seven (1822-1824),https://romantic-circles.org/editions/southey_letters/part7,"Ed. by Ian Packer and Lynda Pratt. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2024.",2024,no,yes,,,,,,,,
0935,The Collected Letters of Robert Southey - Part Six (1819-1821),https://romantic-circles.org/editions/southey_letters/Part_Six/index.html,"Ed. by Ian Packer and Lynda Pratt. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2017.",2017,no,yes,,,,,,,,
0936,The Collected Letters of Robert Southey - Part Three (1804-1809),https://romantic-circles.org/editions/southey_letters/Part_Three/index.html,"Ed. by Carol Bolton and Tim Fulford. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2013.",2013,no,yes,,,,,,,,
0937,The Collected Letters of Robert Southey - Part Two (1798-1803),https://romantic-circles.org/editions/southey_letters/Part_Two/index.html,"Ed. by Ian Packer and Lynda Pratt. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2011.",2011,no,yes,,,,,,,,
0938,The Collected Writings of Robert Bloomfield,https://romantic-circles.org/editions/bloomfield_poems/index.html,"Ed. by Tim Fulford, John Goodridge and Sam Ward. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2019.",2019,no,yes,,,,,,,,
0939,The Complete Work of Charles Darwin Online,http://darwin-online.org.uk/,"Edited by John van Wyhe et al. Cambridge: University of Cambridge, 2002-.",2002,no,yes,,,,,,,,
0940,The Complete Works of Christopher Marlowe,http://www.perseus.tufts.edu/Texts/Marlowe.html,"Ed. by Hilary Binda. Medford / Somerville (MA): Tufts University, 2000.",2000,no,yes,,,,,,,,
0941,The Complete Writings and Pictures of Dante Gabriel Rossetti - A Hypermedia Archive,https://rossettiarchive.iath.virginia.edu/,"Ed. by Jerome McGann et al. Charlottesville (VA): University of Virginia / Institute for Advanced Technology in the Humanities, 2000-2008.",2000,no,yes,,,,,,,,
0942,The Confessions of Augustine: An Electronic Edition,http://www.stoa.org/hippo/,,,yes,no,56,no,no,no,Antiquity,LAT,not provided,no
0943,The Correspondence of Hugo Grotius,http://grotius.huygens.knaw.nl/years,"Edited by P.C. Molhuysen, B.L. Meulenbroek, P.P. Witkam, H.J.M. Nellen and C.M. Ridderikhoff. Amsterdam: Huygens Institut, 2009.",2009,no,yes,,,,,,,,
0944,The Correspondence of James McNeill Whistler,http://www.whistler.arts.gla.ac.uk/,"Edited by Margaret F. MacDonald, Patricia de Montfort and Nigel Thorp. including The Correspondence of Anna McNeill Whistler, 1829-1880, edited by Georgia Toutziari. Glasgow: University of Glasgow, 2003-2010.",2003,no,yes,,,,,,,,
0945,The Correspondence of John Dewey,http://www.nlx.com/collections/132,"Ed. by Larry Hickman et al. Charlottesville (VA): Intelex-Corporation, 1999; ISBN 978-1570856594; CD-ROM.",1999,no,yes,,,,,,,,
0946,The Correspondence of William Henry Fox Talbot,http://foxtalbot.dmu.ac.uk/,"Ed. by Larry J. Schaaf et al. Glasgow: University of Glasgow, 1999-2005.",1999,no,yes,,,,,,,,
0947,The Cullen Project,http://www.cullenproject.ac.uk,"Dr David E. Shuttleton (Principal Investigator). Glasgow/Edinburgh: University of Glasgow/Royal / College of Physicians of Edinburgh, 2015.",2015,no,yes,,,,,,,,
0948,The Derveni Papyrus,http://chs.harvard.edu/CHS/article/display/5418,,,yes,no,57,partly,no,no,Antiquity,GRC,not provided,no
0949,"The Destruction of Troy. A Diplomatic and Color Facsimile Edition of Hunterian MS V.2.8 in Glasgow University Library, John Clerk of Whalley",https://web.archive.org/web/20070720151934/http://www.press.umich.edu/titleDetailDesc.do?id=6547,"Ed. by Hiroyuki Matsumoto. Ann Arbor (MI): University of Michigan Press, 2001; ISBN 978-0472002767; CD-ROM.",2001,no,yes,,,,,,,,
0950,The Diaries of Gouverneur Morris Digital Edition,https://rotunda.upress.virginia.edu/founders/GRMS.html,"Ed. Melanie Randolph Miller. Charlottesville: University of Virginia Press / Rotunda, 2015.",2015,no,yes,,,,,,,,
0951,"The Diary of Mary Martin - A Family at War, 1 January - 25 May 1916",https://web.archive.org/web/20190919015634/https://dh.tcd.ie/martindiary/site/index.xml,"A project by Jane Burns, Sinéad Moloney, Rachel Murphy, Gordon O’Sullivan and Patrizia Rebulla. Dublin: Trinity College, 2012.",2012,no,yes,,,,,,,,
0952,The Diary of William Godwin,http://godwindiary.bodleian.ox.ac.uk,"Ed. by Victoria Myers, David O'Shaughnessy and Mark Philp. Oxford: Oxford Digital Library, 2010.",2010,no,yes,,,,,,,,
0953,"The Diary, Correspondence, and Papers of Robert ""King"" Carter of Virginia, 1701-1732",https://christchurch1735.org/robert-king-carter-papers/,"Ed. by Edmund Berkeley Jr. Charlottesville (VA): University of Virginia Library, 2000-2007.",2000,no,yes,,,,,,,,
0954,The Digital Temple: A Documentary Edition of George Herbert's English Verse,http://digitaltemple.rotunda.upress.virginia.edu/,"Ed. by Robert Whalen and Christopher Hodgkins. Charlottesville: University of Virginia Press, 2012.",2012,yes,yes,174,yes,no,yes,Early Modern,ENG,not provided,no
0955,The Diplomatic Correspondence of Thomas Bodley,http://www.livesandletters.ac.uk/bodley/bodley.html,"Edited and directed by Robyn Adams. Version 5. London: Centre for Editing Lives and Letters, 2011.",2011,yes,yes,28,yes,no,yes,Early Modern,ENG,not provided,no
0956,The Diriks Family Scrapbooks,http://www.nb.no/baser/diriks/virtuellealbum/index.html,,,yes,no,175,no,no,no,Long Nineteenth Century; Modern,NOR,not provided,no
0957,The Documentary History of the Ratification of the Constitution,http://rotunda.upress.virginia.edu/founders/RNCN.html,,,yes,no,176,yes,no,yes,Long Nineteenth Century,ENG,not provided,no
0958,The Documentary History of the Ratification of the Constitution,http://digital.library.wisc.edu/1711.dl/History.Constitution,"Ed. by [no responsible editor named]. Madison (WI): University of Wisconsin, s.a. [before 2018].",2018,no,yes,,,,,,,,
0959,The Dolley Madison Digital Edition,http://rotunda.upress.virginia.edu/dmde/,"Ed. by Holly C. Shulman. Charlottesville (VA): University of Virginia Press, 2004. Updated 2010.",2004,yes,yes,177,yes,no,yes,Long Nineteenth Century,ENG,not provided,no
0960,The Dream of the Rood: An Electronic Edition,https://web.archive.org/web/20160918183122/http://www.dreamofrood.co.uk:80/,Created by Mary Rambaran-Olm. [probably Calgary]: 2002.,2002,no,yes,,,,,,,,
0961,The Durham Liber Vitae Project,http://www.dlv.org.uk/index.html,,,yes,no,15,no,no,yes,Middle Ages,ANG (Northumbrian),not provided,no
0962,The Dynamic Edition of the Declaration of Arbroath,https://cotr.ac.uk/guidelines/dynamic-declaration-arbroath/,"Dauvit Broun, Alice Taylor, Geoffroy Noël, Ginestra Ferraro, Paul Caton, with Joanna Tucker and John Reuben Davies (eds). London: King's College, 2020.",2020,no,yes,,,,,,,,
0963,The Electronic [Wulfstan's] Sermo Lupi ad Anglos,http://web.archive.org/web/20090214003757/http://english3.fsu.edu:80/~wulfstan/,"Ed. by Melissa Bernstein Ser. Tallahassee (FL): Florida State University, 1996.",1996,no,yes,,,,,,,,
0964,The Electronic *Manipulus florum* Project,http://web.wlu.ca/history/cnighman,"Ed. by Chris L. Nighman. Waterloo (Ontario): Wilfrid Laurier University, 2001-.",2001,no,yes,,,,,,,,
0965,The Electronic Campsey Project,http://margot.uwaterloo.ca/campsey/cmphome_e.html,"[No editor named]. Waterloo (ON): University of Waterloo / MARGOT, 2007-.",2007,no,yes,,,,,,,,
0966,The Elizabeth Cady Stanton and Susan B. Anthony Papers Project,https://web.archive.org/web/20090103204623/http://adh.sc.edu/sa/sa-table.html,"Ed. by Ann D. Gordon. Piscataway (NJ): Rutgers University, 2000/2012.",2000,no,yes,,,,,,,,
0967,The Elizabeth Gaskell Journal: Digital Edition,http://web.archive.org/web/20211201191159/http://elizabethgaskelljournal.com/,"Ed. by Melissa J. Klamer. East Lansing (MI): Michigan State University, 2020.",2020,no,yes,,,,,,,,
0968,The emʀooɴ database: A collection of digital editions,http://www.emroon.no/,"Ed. by Robert K. Paulsen. Bergen: Universitetet i Bergen, 2017-.",2017,no,yes,,,,,,,,
0969,The Firstling/Erstling/He Complex by Baroness Elsa von Freytag-Loringhoven,http://scholarlyediting.org/2012/editions/baroness/main.baroness.html,"Edited by Tanya Clement and Gaby Divay. In: Scholarly Editing. The Annual of the Association for Documentary Editing, Vol. 33, 2012.",2012,no,yes,,,,,,,,
0970,The Fleischmann Diaries,http://fleischmanndiaries.ucc.ie/,"Ed. by Róisín O'Brien. Cork: Cork Open Research Archive, 2013.",2013,yes,yes,227,yes,yes,yes,Modern,ENG,yes,http://ride.i-d-e.de/issues/issue-2/fleischmann-diaries/
0971,The Gascon Rolls Project,http://www.gasconrolls.org/en/,,,yes,no,87,yes,no,no,Middle Ages,LAT,not provided,no
0972,The Gascon Rolls Project (1317-1468),https://www.gasconrolls.org,"Ed. by Malcolm. G. A. Vale et al. London: Centre for Computing in the Humanities / King´s College London, 2010.",2010,no,yes,,,,,,,,
0973,The Geese Book,http://geesebook.asu.edu,"Ed. by Volker Schier and Corine Schleif. Tempe (AZ): Arizona State University, 2012.",2012,yes,yes,178,not provided,no,yes,Early Modern,LAT,not provided,no
0974,The Gipsy Prince by Thomas Moore & Michael Kelly,https://romantic-circles.org/editions/gipsy_prince,"Ed. by Frederick Burwick. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2012.",2012,no,yes,,,,,,,,
0975,The glosses to the first book of the Etymologiae of Isidore of Seville: a digital scholarly edition,https://db.innovatingknowledge.nl/edition,"Ed. by Evina Steinová. Amsterdam: Huygens Instituut voor Nederlandse Geschiedenis (KNAW), 2021.",2021,yes,yes,317,yes,yes,yes,Middle Ages,LAT,yes,no
0976,The Gospel according to St. John,http://www.iohannes.com/,,,yes,no,58,yes,no,yes,Antiquity,GRC; LAT,not provided,no
0977,The Great Parchment Book of The Honourable The Irish Society,https://web.archive.org/web/20251208054243/http://www.greatparchmentbook.org/,"Project supervised by Tim Weyrich and Melissa Terras. London: London Metropolitan Archives, 2012.",2012,no,yes,,,,,,,,
0978,The Greek Bible in Byzantine Judaism,https://www.gbbj.org/,"Dir. by Nicholas de Lange and Harold Short. Cambridge/London: University of Cambridge / Centre for COmputing in the Humanities (CCH), 2010-2018.",2010,no,yes,,,,,,,,
0979,The Griffin by Thomas D'Arcy Morris,https://romantic-circles.org/editions/griffin,"Ed. by Máire ní Fhlathúin. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2018.",2018,no,yes,,,,,,,,
0980,The Harry Watkins Diary: Digital Edition,https://quod.lib.umich.edu/h/hwatkins/,"Ed. by Amy E. Hughes and Naomi J. Stubbs. Ann Arbor (MI): University of Michigan Library, 2018.",2018,no,yes,,,,,,,,
0981,The Hartlib Papers Project,https://www.hrionline.ac.uk/hartlib/,,,yes,no,179,partly,no,no,Early Modern,ENG; GER,not provided,no
0982,The Hengwrt Chaucer Digital Facsimile,http://www.sd-editions.com/AnaAdditional/HengwrtEx/images/hgopen.html,,,yes,no,88,yes,no,yes,Middle Ages,ENM,not provided,no
0983,The Hengwrt Chaucer Standard Edition,http://www.sd-editions.com/HgStandard/diffs.htm,"Ed. by Ceridwen Lloyd-Morgan. Leicester: De Montfort University, 2003; ISBN 978-1904628002 [individual license]; CD-ROM.",2003,no,yes,,,,,,,,
0984,The Holinshed Project,http://www.cems.ox.ac.uk/holinshed/index.shtml,,,yes,no,35,yes,no,no,Early Modern,ENM,partly,no
0985,"The Holinshed Project (Raphael Holinshed: Chronicles of England, Scotland, and Ireland)",https://english.nsms.ox.ac.uk/Holinshed/,"Ed. by Paulina Kewes, Ian Archer et al. Oxford: Centre for Early Modern Studies, 2008.",2008,no,yes,,,,,,,,
0986,The Hooke Folio Online,http://www.livesandletters.ac.uk/cell/Hooke/Hooke.html,"Ed. by Robyn Adams. London: Centre for Editing Lives and Letters, 2008.",2008,yes,yes,29,partly,no,yes,Early Modern,ENG,not provided,no
0987,The James Joyce Digital Archive: Ulysses & Finnegans Wake,http://jjda.ie,Ed. by Danis Rose and John O'Hanlon. s.l: 2018-.,2018,no,yes,,,,,,,,
0988,The Journals of the Lewis and Clark Expedition,http://lewisandclarkjournals.unl.edu,"Ed. by Gary Dunham and Katherine Walter: Lincoln (NE): University of Nebraska, 2003-.",2003,yes,yes,69,yes,yes,yes,Long Nineteenth Century,ENG,not provided,no
0989,The Latin Prose and Poetry of Joseph Addison,http://www.philological.bham.ac.uk/Addison/,"Ed. by Dana F. Sutton. Irvine (CA): University of California, 1997-2005.",1997,yes,yes,97,no,no,yes,Early Modern,LAT,not provided,no
0990,The Letters of Benjamin Rush Digital Edition,https://rotunda.upress.virginia.edu/founders/RUSH.html,"Ed. by Lyman H. Butterfield. Charlottesville, The Virginia University Press / Rotunda, 2022.",2022,no,yes,,,,,,,,
0991,The Letters of Christina Rossetti,http://rotunda.upress.virginia.edu/crossetti/,"Ed. by Antony H. Harrison. Charlottesville (VA): University of Virginia Press, 2006.",2006,yes,yes,180,yes,no,yes,Long Nineteenth Century,ENG,not provided,no
0992,The Letters of Matthew Arnold,http://rotunda.upress.virginia.edu/arnold/,"Ed. by Cecil Y. Lang. Charlottesville (VA): University of Virginia Press, 2006.",2006,yes,yes,181,yes,no,yes,Long Nineteenth Century,ENG,not provided,no
0993,The Letters of Robert Bloomfield,http://www.rc.umd.edu/editions/bloomfield_letters/,,,yes,no,121,yes,no,no,Early Modern; Long Nineteenth Century,ENG,not provided,no
0994,The Letters of Robert Bloomfield and His Circle,https://web.archive.org/web/20230207152604/https://romantic-circles.org/editions/bloomfield_letters/index.html,"Ed. by Tim Fulford and Lynda Pratt. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2009.",2009,no,yes,,,,,,,,
0995,The Liber Genealogus G,http://www.piggin.net/stemmahist/libertext.htm,"Edited by Jean-Baptiste Piggin. Hamburg: piggin.net, 2009-2013.",2009,no,yes,,,,,,,,
0996,The Life of Saint Wilfrid by Edmer of Canterbury,https://www.liverpooluniversitypress.co.uk/doi/book/10.3828/9780859895972,"Ed. by Bernard J. Muir and Andrew J. Turner. Melbourne: Evellum, 1998; CD-ROM. 2nd ed. 2006; CD-ROM.",1998,no,yes,,,,,,,,
0997,The Linnaean Correspondence,http://linnaeus.c18.net/,"Ed. by Carl-Olof Jacobson et al. Uppsala/Stockholm: Swedish Linnaeus Society/Royal Swedish Academy of Sciences, 2000-.",2000,no,yes,,,,,,,,
0998,The Malory Project,http://www.maloryproject.com/,"Directed by Takako Kato. Chicago (IL): Loyola University, 2006-2011.",2006,yes,yes,182,yes,no,yes,Middle Ages,ENM,not provided,no
0999,The Mary Hamilton Papers (c. 1740 – c. 1850),https://www.digitalcollections.manchester.ac.uk/collections/maryhamilton/,"Compiled by David Denison, Nuria Yáñez-Bouza, Tino Oudesluijs, Cassandra Ulph, Christine Wallis, Hannah Barker and Sophie Coulombeau. Manchester: University of Manchester, 2019-.",2019,yes,yes,348,yes,partly,yes,Early Modern; Long Nineteenth Century,ENG; FRE,yes,no
1000,The Medici Archives - Building Interactive Archives,http://bia.medici.org,"[no responsible editors identified]. Florence: The Medici Archive Project, 2012.",2012,no,yes,,,,,,,,
1001,The Memorandoms of James Martin,https://www.ucl.ac.uk/Bentham-Project/publications/martins-memorandoms/martins-memorandoms.html,,,yes,no,135,yes,no,no,Early Modern,ENG,not provided,no
1002,The Minor Works of John Lydgate,http://www.minorworksoflydgate.net,Ed. by Matthew Evan Davis. 2015-.,2015,no,yes,,,,,,,,
1003,The Model Edition Partnership: Abraham Lincoln Legal Papers,https://web.archive.org/web/20090421081313/http://adh.sc.edu/ll/ll-table.html,"Ed. by Martha L. Benner and Cullom Davis. Springfield (IL): Illinois Historic Preservation Agency, 2000-2003.",2000,no,yes,,,,,,,,
1004,The Model Edition Partnership: Documentary History of the First Federal Congress,http://www.gwu.edu/~ffcp/,Ed. by Charlene Bangs Bickford. Washington D.C.: 2009-.,2009,no,yes,,,,,,,,
1005,The Model Edition Partnership: Margaret Sanger and *The Woman Rebel*,http://modeleditions.blackmesatech.com/mep/MS/docs/ms-table.html,"Ed. by Esther Katz, et. al. Columbia (SC): Model Editions Partnership, 1999.",1999,no,yes,,,,,,,,
1006,The Model Edition Partnership: Papers of Henry Laurens,https://web.archive.org/web/20090421081017/http://adh.sc.edu/hl/hl-table.html,"Ed. by David R. Chesnutt and C. James Taylor. Columbia (SC): University of South Carolina, 2000-2003.",2000,no,yes,,,,,,,,
1007,The Model Edition Partnership: The Eleanor Roosevelt Papers,https://web.archive.org/web/20160603021404/https://www.gwu.edu/%7Eerpapers/,Ed. by Allida M. Black. Washington D.C.: 2006-2008.,2006,no,yes,,,,,,,,
1008,The Model Edition Partnership: The Marcus Garvey and UNIA Papers,https://web.archive.org/web/20090421081330/http://adh.sc.edu/mg/mg-table.html,"Ed. by Robert A. Hill. Los Angeles (CA): University of California, 1999-2003.",1999,no,yes,,,,,,,,
1009,The Model Edition Partnership: The Papers of Dwight David Eisenhower,https://web.archive.org/web/20090421081014/http://adh.sc.edu/de/de-table.html,"Ed. by Daun R. van Ee and Louis Galambos. Baltimore (MD): Johns Hopkins University, 1999-2003.",1999,no,yes,,,,,,,,
1010,The Model Edition Partnership: The Papers of George Catlett Marshall,https://web.archive.org/web/20090421081308/http://adh.sc.edu/gm/gm-table.html,"Ed. by Larry I. Bland. Lexington (VA): George C. Marshall Foundation, 2000.",2000,no,yes,,,,,,,,
1011,The Model Edition Partnership: The Papers of Joseph Henry,https://web.archive.org/web/20090421081023/http://adh.sc.edu/jh/jh-table.html,"Ed. by Marc Rothenberg. Washington D.C.: Smithsonian Institution, 2000-2003.",2000,no,yes,,,,,,,,
1012,The Mondrian Papers,https://mondrianpapers.org/,"Ed. by Wietse Coppes and Leo Jansen. Amsterdam: Huygens Institute for the History and Culture of the Netherlands (KNAW) and RKD – Netherlands Institute for Art History, 2024.",2024,no,yes,,,,,,,,
1013,The Morris Online Edition,http://morrisarchive.lib.uiowa.edu/,"Ed. Florence Boos et al. Iowa City (IA): University of Iowa Libraries, 2005-.",2005,no,yes,,,,,,,,
1014,The Multitext Edition. The Norman Blake Editions of The Canterbury Tales.,https://www.chaucermss.org/?manuscript=Hg&tale=GP&version=multitext&page=home,"Ed. by Estelle Stubbs, Michael Pidd, Orietta Da Rold, Simon Horobin and Claire Thomson with Linda Cross. Sheffield: University of Sheffield, 2013.",2013,no,yes,,,,,,,,
1015,The Newton Project,http://www.newtonproject.sussex.ac.uk/prism.php?id=1,,,yes,no,126,yes,yes,yes,Early Modern,LAT,yes,no
1016,The Newton Project,http://www.newtonproject.sussex.ac.uk/,"Ed. by Rob Iliffe and Scott Mandelbrote. Falmer: University of Sussex, 1998-.",1998,no,yes,,,,,,,,
1017,The Online Critical Pseudepigrapha,http://ocp.tyndale.ca/,,,yes,no,65,no,no,yes,Antiquity,ARC; GRC; LAT,not provided,no
1018,The Online Froissart,http://www.hrionline.ac.uk/onlinefroissart/index.jsp,,,yes,no,124,yes,no,no,Middle Ages,FRO,not provided,no
1019,The Online Froissart - A Digital Edition of the Chronicles of Jean Froissart,https://www.dhi.ac.uk/onlinefroissart/,"Ed. by Peter Ainsworth, Godfried Croenen et al. Sheffield / Liverpool: Humanities Research Institute et al., 2007-2010.",2010,no,yes,,,,,,,,
